time unit: s, ADC_OF1, CS_ADC, MOSI, MISO, ADC_D1[13..0],-4682.275256,402.2006231,MAX,min,
2021,0,1,1,1,-3531, ,,,,
2022,0,1,1,1,-3562, ,,,,
2023,0,1,1,1,-3612, ,,,,
2024,0,1,1,1,-3682, ,,,,
2025,0,1,1,1,-3764, ,,,,
2026,0,1,1,1,-3850, ,,,,
2027,0,1,1,1,-3938, ,,,,
2028,0,1,1,1,-4022, ,,,,
2029,0,1,1,1,-4103, ,,,,
2030,0,1,1,1,-4178, ,,,,
2031,0,1,1,1,-4251, ,,,,
2032,0,1,1,1,-4314, ,,,,
2033,0,1,1,1,-4379, ,,,,
2034,0,1,1,1,-4432, ,,,,
2035,0,1,1,1,-4479, ,,,,
2036,0,1,1,1,-4524, ,,,,
2037,0,1,1,1,-4558, ,,,,
2038,0,1,1,1,-4590, ,,,,
2039,0,1,1,1,-4622, ,,,,
2040,0,1,1,1,-4650, ,,,,
2041,0,1,1,1,-4678, ,,,,
2042,0,1,1,1,-4699, ,,,,
2043,0,1,1,1,-4719, ,,,,
2044,0,1,1,1,-4737, ,,,,
2045,0,1,1,1,-4751, ,,,,
2046,0,1,1,1,-4766, ,,,,
2047,0,1,1,1,-4782, ,,,,
2048,0,1,1,1,-4800, ,,,,
2049,0,1,1,1,-4800, ,,,,
