time unit: s, ADC_OF1, CS_ADC, MOSI, MISO, ADC_D1[13..0], ADC_D1[13], ADC_D1[12], ADC_D1[11], ADC_D1[10], ADC_D1[9], ADC_D1[8], ADC_D1[7], ADC_D1[6], ADC_D1[5], ADC_D1[4], ADC_D1[3], ADC_D1[2], ADC_D1[1], ADC_D1[0], 
1314,0,1,1,1,-5600,1,0,1,0,1,0,0,0,1,0,0,0,0,0, 
1315,0,1,1,1,-5204,1,0,1,0,1,1,1,0,1,0,1,1,0,0, 
1316,0,1,1,1,-4794,1,0,1,1,0,1,0,1,0,0,0,1,1,0, 
1317,0,1,1,1,-4434,1,0,1,1,1,0,1,0,1,0,1,1,1,0, 
1318,0,1,1,1,-4158,1,0,1,1,1,1,1,1,0,0,0,0,1,0, 
1319,0,1,1,1,-3963,1,1,0,0,0,0,1,0,0,0,0,1,0,1, 
1320,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
1321,0,1,1,1,-3728,1,1,0,0,0,1,0,1,1,1,0,0,0,0, 
1322,0,1,1,1,-3664,1,1,0,0,0,1,1,0,1,1,0,0,0,0, 
1323,0,1,1,1,-3624,1,1,0,0,0,1,1,1,0,1,1,0,0,0, 
1324,0,1,1,1,-3603,1,1,0,0,0,1,1,1,1,0,1,1,0,1, 
1325,0,1,1,1,-3595,1,1,0,0,0,1,1,1,1,1,0,1,0,1, 
1326,0,1,1,1,-3595,1,1,0,0,0,1,1,1,1,1,0,1,0,1, 
1327,0,1,1,1,-3602,1,1,0,0,0,1,1,1,1,0,1,1,1,0, 
1328,0,1,1,1,-3612,1,1,0,0,0,1,1,1,1,0,0,1,0,0, 
1329,0,1,1,1,-3623,1,1,0,0,0,1,1,1,0,1,1,0,0,1, 
1330,0,1,1,1,-3638,1,1,0,0,0,1,1,1,0,0,1,0,1,0, 
1331,0,1,1,1,-3657,1,1,0,0,0,1,1,0,1,1,0,1,1,1, 
1332,0,1,1,1,-3670,1,1,0,0,0,1,1,0,1,0,1,0,1,0, 
1333,0,1,1,1,-3681,1,1,0,0,0,1,1,0,0,1,1,1,1,1, 
1334,0,1,1,1,-3695,1,1,0,0,0,1,1,0,0,1,0,0,0,1, 
1335,0,1,1,1,-3705,1,1,0,0,0,1,1,0,0,0,0,1,1,1, 
1336,0,1,1,1,-3715,1,1,0,0,0,1,0,1,1,1,1,1,0,1, 
1337,0,1,1,1,-3724,1,1,0,0,0,1,0,1,1,1,0,1,0,0, 
1338,0,1,1,1,-3735,1,1,0,0,0,1,0,1,1,0,1,0,0,1, 
1339,0,1,1,1,-3749,1,1,0,0,0,1,0,1,0,1,1,0,1,1, 
1340,0,1,1,1,-3756,1,1,0,0,0,1,0,1,0,1,0,1,0,0, 
1341,0,1,1,1,-3762,1,1,0,0,0,1,0,1,0,0,1,1,1,0, 
1342,0,1,1,1,-3770,1,1,0,0,0,1,0,1,0,0,0,1,1,0, 
1343,0,1,1,1,-3775,1,1,0,0,0,1,0,1,0,0,0,0,0,1, 
1344,0,1,1,1,-3781,1,1,0,0,0,1,0,0,1,1,1,0,1,1, 
1345,0,1,1,1,-3785,1,1,0,0,0,1,0,0,1,1,0,1,1,1, 
1346,0,1,1,1,-3791,1,1,0,0,0,1,0,0,1,1,0,0,0,1, 
1347,0,1,1,1,-3798,1,1,0,0,0,1,0,0,1,0,1,0,1,0, 
1348,0,1,1,1,-3806,1,1,0,0,0,1,0,0,1,0,0,0,1,0, 
1349,0,1,1,1,-3809,1,1,0,0,0,1,0,0,0,1,1,1,1,1, 
1350,0,1,1,1,-3813,1,1,0,0,0,1,0,0,0,1,1,0,1,1, 
1351,0,1,1,1,-3816,1,1,0,0,0,1,0,0,0,1,1,0,0,0, 
1352,0,1,1,1,-3818,1,1,0,0,0,1,0,0,0,1,0,1,1,0, 
1353,0,1,1,1,-3820,1,1,0,0,0,1,0,0,0,1,0,1,0,0, 
1354,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
1355,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
1356,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1357,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
1358,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
1359,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
1360,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
1361,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
1362,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1363,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1364,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
1365,0,1,1,1,-3841,1,1,0,0,0,0,1,1,1,1,1,1,1,1, 
1366,0,1,1,1,-3848,1,1,0,0,0,0,1,1,1,1,1,0,0,0, 
1367,0,1,1,1,-3854,1,1,0,0,0,0,1,1,1,1,0,0,1,0, 
1368,0,1,1,1,-3857,1,1,0,0,0,0,1,1,1,0,1,1,1,1, 
1369,0,1,1,1,-3857,1,1,0,0,0,0,1,1,1,0,1,1,1,1, 
1370,0,1,1,1,-3853,1,1,0,0,0,0,1,1,1,1,0,0,1,1, 
1371,0,1,1,1,-3851,1,1,0,0,0,0,1,1,1,1,0,1,0,1, 
1372,0,1,1,1,-3851,1,1,0,0,0,0,1,1,1,1,0,1,0,1, 
1373,0,1,1,1,-3852,1,1,0,0,0,0,1,1,1,1,0,1,0,0, 
1374,0,1,1,1,-3849,1,1,0,0,0,0,1,1,1,1,0,1,1,1, 
1375,0,1,1,1,-3850,1,1,0,0,0,0,1,1,1,1,0,1,1,0, 
1376,0,1,1,1,-3847,1,1,0,0,0,0,1,1,1,1,1,0,0,1, 
1377,0,1,1,1,-3847,1,1,0,0,0,0,1,1,1,1,1,0,0,1, 
1378,0,1,1,1,-3847,1,1,0,0,0,0,1,1,1,1,1,0,0,1, 
1379,0,1,1,1,-3847,1,1,0,0,0,0,1,1,1,1,1,0,0,1, 
1380,0,1,1,1,-3847,1,1,0,0,0,0,1,1,1,1,1,0,0,1, 
1381,0,1,1,1,-3843,1,1,0,0,0,0,1,1,1,1,1,1,0,1, 
1382,0,1,1,1,-3844,1,1,0,0,0,0,1,1,1,1,1,1,0,0, 
1383,0,1,1,1,-3844,1,1,0,0,0,0,1,1,1,1,1,1,0,0, 
1384,0,1,1,1,-3845,1,1,0,0,0,0,1,1,1,1,1,0,1,1, 
1385,0,1,1,1,-3843,1,1,0,0,0,0,1,1,1,1,1,1,0,1, 
1386,0,1,1,1,-3839,1,1,0,0,0,1,0,0,0,0,0,0,0,1, 
1387,0,1,1,1,-3841,1,1,0,0,0,0,1,1,1,1,1,1,1,1, 
1388,0,1,1,1,-3839,1,1,0,0,0,1,0,0,0,0,0,0,0,1, 
1389,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
1390,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
1391,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
1392,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
1393,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
1394,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
1395,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
1396,0,1,1,1,-3826,1,1,0,0,0,1,0,0,0,0,1,1,1,0, 
1397,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
1398,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
1399,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1400,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1401,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
1402,0,1,1,1,-3840,1,1,0,0,0,1,0,0,0,0,0,0,0,0, 
1403,0,1,1,1,-3841,1,1,0,0,0,0,1,1,1,1,1,1,1,1, 
1404,0,1,1,1,-3843,1,1,0,0,0,0,1,1,1,1,1,1,0,1, 
1405,0,1,1,1,-3842,1,1,0,0,0,0,1,1,1,1,1,1,1,0, 
1406,0,1,1,1,-3842,1,1,0,0,0,0,1,1,1,1,1,1,1,0, 
1407,0,1,1,1,-3842,1,1,0,0,0,0,1,1,1,1,1,1,1,0, 
1408,0,1,1,1,-3839,1,1,0,0,0,1,0,0,0,0,0,0,0,1, 
1409,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
1410,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
1411,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
1412,0,1,1,1,-3817,1,1,0,0,0,1,0,0,0,1,0,1,1,1, 
1413,0,1,1,1,-3713,1,1,0,0,0,1,0,1,1,1,1,1,1,1, 
1414,0,1,1,1,-3505,1,1,0,0,1,0,0,1,0,0,1,1,1,1, 
1415,0,1,1,1,-3270,1,1,0,0,1,1,0,0,1,1,1,0,1,0, 
1416,0,1,1,1,-3072,1,1,0,1,0,0,0,0,0,0,0,0,0,0, 
1417,0,1,1,1,-2964,1,1,0,1,0,0,0,1,1,0,1,1,0,0, 
1418,0,1,1,1,-2957,1,1,0,1,0,0,0,1,1,1,0,0,1,1, 
1419,0,1,1,1,-3027,1,1,0,1,0,0,0,0,1,0,1,1,0,1, 
1420,0,1,1,1,-3152,1,1,0,0,1,1,1,0,1,1,0,0,0,0, 
1421,0,1,1,1,-3311,1,1,0,0,1,1,0,0,0,1,0,0,0,1, 
1422,0,1,1,1,-3484,1,1,0,0,1,0,0,1,1,0,0,1,0,0, 
1423,0,1,1,1,-3670,1,1,0,0,0,1,1,0,1,0,1,0,1,0, 
1424,0,1,1,1,-3856,1,1,0,0,0,0,1,1,1,1,0,0,0,0, 
1425,0,1,1,1,-4042,1,1,0,0,0,0,0,0,1,1,0,1,1,0, 
1426,0,1,1,1,-4218,1,0,1,1,1,1,1,0,0,0,0,1,1,0, 
1427,0,1,1,1,-4381,1,0,1,1,1,0,1,1,1,0,0,0,1,1, 
1428,0,1,1,1,-4539,1,0,1,1,1,0,0,1,0,0,0,1,0,1, 
1429,0,1,1,1,-4684,1,0,1,1,0,1,1,0,1,1,0,1,0,0, 
1430,0,1,1,1,-4819,1,0,1,1,0,1,0,0,1,0,1,1,0,1, 
1431,0,1,1,1,-4943,1,0,1,1,0,0,1,0,1,1,0,0,0,1, 
1432,0,1,1,1,-5058,1,0,1,1,0,0,0,0,1,1,1,1,1,0, 
1433,0,1,1,1,-5155,1,0,1,0,1,1,1,1,0,1,1,1,0,1, 
1434,0,1,1,1,-5244,1,0,1,0,1,1,1,0,0,0,0,1,0,0, 
1435,0,1,1,1,-5326,1,0,1,0,1,1,0,0,1,1,0,0,1,0, 
1436,0,1,1,1,-5397,1,0,1,0,1,0,1,1,1,0,1,0,1,1, 
1437,0,1,1,1,-5460,1,0,1,0,1,0,1,0,1,0,1,1,0,0, 
1438,0,1,1,1,-5515,1,0,1,0,1,0,0,1,1,1,0,1,0,1, 
1439,0,1,1,1,-5566,1,0,1,0,1,0,0,1,0,0,0,0,1,0, 
1440,0,1,1,1,-5611,1,0,1,0,1,0,0,0,0,1,0,1,0,1, 
1441,0,1,1,1,-5651,1,0,1,0,0,1,1,1,1,0,1,1,0,1, 
1442,0,1,1,1,-5693,1,0,1,0,0,1,1,1,0,0,0,0,1,1, 
1443,0,1,1,1,-5724,1,0,1,0,0,1,1,0,1,0,0,1,0,0, 
1444,0,1,1,1,-5756,1,0,1,0,0,1,1,0,0,0,0,1,0,0, 
1445,0,1,1,1,-5783,1,0,1,0,0,1,0,1,1,0,1,0,0,1, 
1446,0,1,1,1,-5808,1,0,1,0,0,1,0,1,0,1,0,0,0,0, 
1447,0,1,1,1,-5827,1,0,1,0,0,1,0,0,1,1,1,1,0,1, 
1448,0,1,1,1,-5851,1,0,1,0,0,1,0,0,1,0,0,1,0,1, 
1449,0,1,1,1,-5871,1,0,1,0,0,1,0,0,0,1,0,0,0,1, 
1450,0,1,1,1,-5889,1,0,1,0,0,0,1,1,1,1,1,1,1,1, 
1451,0,1,1,1,-5903,1,0,1,0,0,0,1,1,1,1,0,0,0,1, 
1452,0,1,1,1,-5919,1,0,1,0,0,0,1,1,1,0,0,0,0,1, 
1453,0,1,1,1,-5928,1,0,1,0,0,0,1,1,0,1,1,0,0,0, 
1454,0,1,1,1,-5939,1,0,1,0,0,0,1,1,0,0,1,1,0,1, 
1455,0,1,1,1,-5950,1,0,1,0,0,0,1,1,0,0,0,0,1,0, 
1456,0,1,1,1,-5960,1,0,1,0,0,0,1,0,1,1,1,0,0,0, 
1457,0,1,1,1,-5970,1,0,1,0,0,0,1,0,1,0,1,1,1,0, 
1458,0,1,1,1,-5976,1,0,1,0,0,0,1,0,1,0,1,0,0,0, 
1459,0,1,1,1,-5981,1,0,1,0,0,0,1,0,1,0,0,0,1,1, 
1460,0,1,1,1,-5986,1,0,1,0,0,0,1,0,0,1,1,1,1,0, 
1461,0,1,1,1,-5984,1,0,1,0,0,0,1,0,1,0,0,0,0,0, 
1462,0,1,1,1,-5988,1,0,1,0,0,0,1,0,0,1,1,1,0,0, 
1463,0,1,1,1,-5992,1,0,1,0,0,0,1,0,0,1,1,0,0,0, 
1464,0,1,1,1,-5995,1,0,1,0,0,0,1,0,0,1,0,1,0,1, 
1465,0,1,1,1,-6001,1,0,1,0,0,0,1,0,0,0,1,1,1,1, 
1466,0,1,1,1,-6004,1,0,1,0,0,0,1,0,0,0,1,1,0,0, 
1467,0,1,1,1,-6012,1,0,1,0,0,0,1,0,0,0,0,1,0,0, 
1468,0,1,1,1,-6014,1,0,1,0,0,0,1,0,0,0,0,0,1,0, 
1469,0,1,1,1,-6016,1,0,1,0,0,0,1,0,0,0,0,0,0,0, 
1470,0,1,1,1,-6020,1,0,1,0,0,0,0,1,1,1,1,1,0,0, 
1471,0,1,1,1,-6021,1,0,1,0,0,0,0,1,1,1,1,0,1,1, 
1472,0,1,1,1,-6028,1,0,1,0,0,0,0,1,1,1,0,1,0,0, 
1473,0,1,1,1,-6029,1,0,1,0,0,0,0,1,1,1,0,0,1,1, 
1474,0,1,1,1,-6033,1,0,1,0,0,0,0,1,1,0,1,1,1,1, 
1475,0,1,1,1,-6034,1,0,1,0,0,0,0,1,1,0,1,1,1,0, 
1476,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
1477,0,1,1,1,-6038,1,0,1,0,0,0,0,1,1,0,1,0,1,0, 
1478,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
1479,0,1,1,1,-6038,1,0,1,0,0,0,0,1,1,0,1,0,1,0, 
1480,0,1,1,1,-6041,1,0,1,0,0,0,0,1,1,0,0,1,1,1, 
1481,0,1,1,1,-6042,1,0,1,0,0,0,0,1,1,0,0,1,1,0, 
1482,0,1,1,1,-6043,1,0,1,0,0,0,0,1,1,0,0,1,0,1, 
1483,0,1,1,1,-6045,1,0,1,0,0,0,0,1,1,0,0,0,1,1, 
1484,0,1,1,1,-6050,1,0,1,0,0,0,0,1,0,1,1,1,1,0, 
1485,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
1486,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
1487,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
1488,0,1,1,1,-6053,1,0,1,0,0,0,0,1,0,1,1,0,1,1, 
1489,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
1490,0,1,1,1,-6054,1,0,1,0,0,0,0,1,0,1,1,0,1,0, 
1491,0,1,1,1,-6056,1,0,1,0,0,0,0,1,0,1,1,0,0,0, 
1492,0,1,1,1,-6053,1,0,1,0,0,0,0,1,0,1,1,0,1,1, 
1493,0,1,1,1,-6053,1,0,1,0,0,0,0,1,0,1,1,0,1,1, 
1494,0,1,1,1,-6050,1,0,1,0,0,0,0,1,0,1,1,1,1,0, 
1495,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
1496,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
1497,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
1498,0,1,1,1,-6049,1,0,1,0,0,0,0,1,0,1,1,1,1,1, 
1499,0,1,1,1,-6047,1,0,1,0,0,0,0,1,1,0,0,0,0,1, 
1500,0,1,1,1,-6045,1,0,1,0,0,0,0,1,1,0,0,0,1,1, 
1501,0,1,1,1,-6044,1,0,1,0,0,0,0,1,1,0,0,1,0,0, 
1502,0,1,1,1,-6044,1,0,1,0,0,0,0,1,1,0,0,1,0,0, 
1503,0,1,1,1,-6042,1,0,1,0,0,0,0,1,1,0,0,1,1,0, 
1504,0,1,1,1,-6045,1,0,1,0,0,0,0,1,1,0,0,0,1,1, 
1505,0,1,1,1,-6042,1,0,1,0,0,0,0,1,1,0,0,1,1,0, 
1506,0,1,1,1,-6041,1,0,1,0,0,0,0,1,1,0,0,1,1,1, 
1507,0,1,1,1,-6042,1,0,1,0,0,0,0,1,1,0,0,1,1,0, 
1508,0,1,1,1,-6043,1,0,1,0,0,0,0,1,1,0,0,1,0,1, 
1509,0,1,1,1,-6043,1,0,1,0,0,0,0,1,1,0,0,1,0,1, 
1510,0,1,1,1,-6043,1,0,1,0,0,0,0,1,1,0,0,1,0,1, 
1511,0,1,1,1,-6045,1,0,1,0,0,0,0,1,1,0,0,0,1,1, 
1512,0,1,1,1,-6025,1,0,1,0,0,0,0,1,1,1,0,1,1,1, 
1513,0,1,1,1,-5892,1,0,1,0,0,0,1,1,1,1,1,1,0,0, 
1514,0,1,1,1,-5597,1,0,1,0,1,0,0,0,1,0,0,0,1,1, 
1515,0,1,1,1,-5206,1,0,1,0,1,1,1,0,1,0,1,0,1,0, 
1516,0,1,1,1,-4795,1,0,1,1,0,1,0,1,0,0,0,1,0,1, 
1517,0,1,1,1,-4442,1,0,1,1,1,0,1,0,1,0,0,1,1,0, 
1518,0,1,1,1,-4161,1,0,1,1,1,1,1,0,1,1,1,1,1,1, 
1519,0,1,1,1,-3963,1,1,0,0,0,0,1,0,0,0,0,1,0,1, 
1520,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
1521,0,1,1,1,-3732,1,1,0,0,0,1,0,1,1,0,1,1,0,0, 
1522,0,1,1,1,-3669,1,1,0,0,0,1,1,0,1,0,1,0,1,1, 
1523,0,1,1,1,-3629,1,1,0,0,0,1,1,1,0,1,0,0,1,1, 
1524,0,1,1,1,-3611,1,1,0,0,0,1,1,1,1,0,0,1,0,1, 
1525,0,1,1,1,-3605,1,1,0,0,0,1,1,1,1,0,1,0,1,1, 
1526,0,1,1,1,-3607,1,1,0,0,0,1,1,1,1,0,1,0,0,1, 
1527,0,1,1,1,-3614,1,1,0,0,0,1,1,1,1,0,0,0,1,0, 
1528,0,1,1,1,-3621,1,1,0,0,0,1,1,1,0,1,1,0,1,1, 
1529,0,1,1,1,-3634,1,1,0,0,0,1,1,1,0,0,1,1,1,0, 
1530,0,1,1,1,-3651,1,1,0,0,0,1,1,0,1,1,1,1,0,1, 
1531,0,1,1,1,-3669,1,1,0,0,0,1,1,0,1,0,1,0,1,1, 
1532,0,1,1,1,-3684,1,1,0,0,0,1,1,0,0,1,1,1,0,0, 
1533,0,1,1,1,-3695,1,1,0,0,0,1,1,0,0,1,0,0,0,1, 
1534,0,1,1,1,-3708,1,1,0,0,0,1,1,0,0,0,0,1,0,0, 
1535,0,1,1,1,-3716,1,1,0,0,0,1,0,1,1,1,1,1,0,0, 
1536,0,1,1,1,-3724,1,1,0,0,0,1,0,1,1,1,0,1,0,0, 
1537,0,1,1,1,-3731,1,1,0,0,0,1,0,1,1,0,1,1,0,1, 
1538,0,1,1,1,-3740,1,1,0,0,0,1,0,1,1,0,0,1,0,0, 
1539,0,1,1,1,-3753,1,1,0,0,0,1,0,1,0,1,0,1,1,1, 
1540,0,1,1,1,-3759,1,1,0,0,0,1,0,1,0,1,0,0,0,1, 
1541,0,1,1,1,-3766,1,1,0,0,0,1,0,1,0,0,1,0,1,0, 
1542,0,1,1,1,-3778,1,1,0,0,0,1,0,0,1,1,1,1,1,0, 
1543,0,1,1,1,-3783,1,1,0,0,0,1,0,0,1,1,1,0,0,1, 
1544,0,1,1,1,-3791,1,1,0,0,0,1,0,0,1,1,0,0,0,1, 
1545,0,1,1,1,-3793,1,1,0,0,0,1,0,0,1,0,1,1,1,1, 
1546,0,1,1,1,-3798,1,1,0,0,0,1,0,0,1,0,1,0,1,0, 
1547,0,1,1,1,-3806,1,1,0,0,0,1,0,0,1,0,0,0,1,0, 
1548,0,1,1,1,-3810,1,1,0,0,0,1,0,0,0,1,1,1,1,0, 
1549,0,1,1,1,-3811,1,1,0,0,0,1,0,0,0,1,1,1,0,1, 
1550,0,1,1,1,-3814,1,1,0,0,0,1,0,0,0,1,1,0,1,0, 
1551,0,1,1,1,-3820,1,1,0,0,0,1,0,0,0,1,0,1,0,0, 
1552,0,1,1,1,-3818,1,1,0,0,0,1,0,0,0,1,0,1,1,0, 
1553,0,1,1,1,-3820,1,1,0,0,0,1,0,0,0,1,0,1,0,0, 
1554,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
1555,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1556,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
1557,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
1558,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1559,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
1560,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1561,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1562,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1563,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
1564,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1565,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1566,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
1567,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
1568,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
1569,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1570,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1571,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
1572,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
1573,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1574,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
1575,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
1576,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
1577,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
1578,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
1579,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
1580,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
1581,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
1582,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
1583,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
1584,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
1585,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
1586,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
1587,0,1,1,1,-3826,1,1,0,0,0,1,0,0,0,0,1,1,1,0, 
1588,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
1589,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
1590,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1591,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
1592,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
1593,0,1,1,1,-3835,1,1,0,0,0,1,0,0,0,0,0,1,0,1, 
1594,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
1595,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
1596,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
1597,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
1598,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
1599,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
1600,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
1601,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
1602,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
1603,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
1604,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
1605,0,1,1,1,-3817,1,1,0,0,0,1,0,0,0,1,0,1,1,1, 
1606,0,1,1,1,-3819,1,1,0,0,0,1,0,0,0,1,0,1,0,1, 
1607,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
1608,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
1609,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
1610,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
1611,0,1,1,1,-3840,1,1,0,0,0,1,0,0,0,0,0,0,0,0, 
1612,0,1,1,1,-3826,1,1,0,0,0,1,0,0,0,0,1,1,1,0, 
1613,0,1,1,1,-3721,1,1,0,0,0,1,0,1,1,1,0,1,1,1, 
1614,0,1,1,1,-3518,1,1,0,0,1,0,0,1,0,0,0,0,1,0, 
1615,0,1,1,1,-3281,1,1,0,0,1,1,0,0,1,0,1,1,1,1, 
1616,0,1,1,1,-3085,1,1,0,0,1,1,1,1,1,1,0,0,1,1, 
1617,0,1,1,1,-2973,1,1,0,1,0,0,0,1,1,0,0,0,1,1, 
1618,0,1,1,1,-2961,1,1,0,1,0,0,0,1,1,0,1,1,1,1, 
1619,0,1,1,1,-3030,1,1,0,1,0,0,0,0,1,0,1,0,1,0, 
1620,0,1,1,1,-3147,1,1,0,0,1,1,1,0,1,1,0,1,0,1, 
