time unit: s, ADC_OF1, CS_ADC, MOSI, MISO, ADC_D1[13..0], ADC_D1[13], ADC_D1[12], ADC_D1[11], ADC_D1[10], ADC_D1[9], ADC_D1[8], ADC_D1[7], ADC_D1[6], ADC_D1[5], ADC_D1[4], ADC_D1[3], ADC_D1[2], ADC_D1[1], ADC_D1[0], 
693,0,1,1,1,-6056,1,0,1,0,0,0,0,1,0,1,1,0,0,0, 
694,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
695,0,1,1,1,-6050,1,0,1,0,0,0,0,1,0,1,1,1,1,0, 
696,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
697,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
698,0,1,1,1,-6054,1,0,1,0,0,0,0,1,0,1,1,0,1,0, 
699,0,1,1,1,-6051,1,0,1,0,0,0,0,1,0,1,1,1,0,1, 
700,0,1,1,1,-6052,1,0,1,0,0,0,0,1,0,1,1,1,0,0, 
701,0,1,1,1,-6053,1,0,1,0,0,0,0,1,0,1,1,0,1,1, 
702,0,1,1,1,-6053,1,0,1,0,0,0,0,1,0,1,1,0,1,1, 
703,0,1,1,1,-6054,1,0,1,0,0,0,0,1,0,1,1,0,1,0, 
704,0,1,1,1,-6055,1,0,1,0,0,0,0,1,0,1,1,0,0,1, 
705,0,1,1,1,-6054,1,0,1,0,0,0,0,1,0,1,1,0,1,0, 
706,0,1,1,1,-6054,1,0,1,0,0,0,0,1,0,1,1,0,1,0, 
707,0,1,1,1,-6054,1,0,1,0,0,0,0,1,0,1,1,0,1,0, 
708,0,1,1,1,-6059,1,0,1,0,0,0,0,1,0,1,0,1,0,1, 
709,0,1,1,1,-6057,1,0,1,0,0,0,0,1,0,1,0,1,1,1, 
710,0,1,1,1,-6060,1,0,1,0,0,0,0,1,0,1,0,1,0,0, 
711,0,1,1,1,-6061,1,0,1,0,0,0,0,1,0,1,0,0,1,1, 
712,0,1,1,1,-6037,1,0,1,0,0,0,0,1,1,0,1,0,1,1, 
713,0,1,1,1,-5900,1,0,1,0,0,0,1,1,1,1,0,1,0,0, 
714,0,1,1,1,-5605,1,0,1,0,1,0,0,0,0,1,1,0,1,1, 
715,0,1,1,1,-5206,1,0,1,0,1,1,1,0,1,0,1,0,1,0, 
716,0,1,1,1,-4797,1,0,1,1,0,1,0,1,0,0,0,0,1,1, 
717,0,1,1,1,-4439,1,0,1,1,1,0,1,0,1,0,1,0,0,1, 
718,0,1,1,1,-4161,1,0,1,1,1,1,1,0,1,1,1,1,1,1, 
719,0,1,1,1,-3963,1,1,0,0,0,0,1,0,0,0,0,1,0,1, 
720,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
721,0,1,1,1,-3731,1,1,0,0,0,1,0,1,1,0,1,1,0,1, 
722,0,1,1,1,-3669,1,1,0,0,0,1,1,0,1,0,1,0,1,1, 
723,0,1,1,1,-3634,1,1,0,0,0,1,1,1,0,0,1,1,1,0, 
724,0,1,1,1,-3614,1,1,0,0,0,1,1,1,1,0,0,0,1,0, 
725,0,1,1,1,-3610,1,1,0,0,0,1,1,1,1,0,0,1,1,0, 
726,0,1,1,1,-3609,1,1,0,0,0,1,1,1,1,0,0,1,1,1, 
727,0,1,1,1,-3614,1,1,0,0,0,1,1,1,1,0,0,0,1,0, 
728,0,1,1,1,-3625,1,1,0,0,0,1,1,1,0,1,0,1,1,1, 
729,0,1,1,1,-3636,1,1,0,0,0,1,1,1,0,0,1,1,0,0, 
730,0,1,1,1,-3651,1,1,0,0,0,1,1,0,1,1,1,1,0,1, 
731,0,1,1,1,-3668,1,1,0,0,0,1,1,0,1,0,1,1,0,0, 
732,0,1,1,1,-3684,1,1,0,0,0,1,1,0,0,1,1,1,0,0, 
733,0,1,1,1,-3696,1,1,0,0,0,1,1,0,0,1,0,0,0,0, 
734,0,1,1,1,-3704,1,1,0,0,0,1,1,0,0,0,1,0,0,0, 
735,0,1,1,1,-3716,1,1,0,0,0,1,0,1,1,1,1,1,0,0, 
736,0,1,1,1,-3724,1,1,0,0,0,1,0,1,1,1,0,1,0,0, 
737,0,1,1,1,-3733,1,1,0,0,0,1,0,1,1,0,1,0,1,1, 
738,0,1,1,1,-3746,1,1,0,0,0,1,0,1,0,1,1,1,1,0, 
739,0,1,1,1,-3756,1,1,0,0,0,1,0,1,0,1,0,1,0,0, 
740,0,1,1,1,-3766,1,1,0,0,0,1,0,1,0,0,1,0,1,0, 
741,0,1,1,1,-3774,1,1,0,0,0,1,0,1,0,0,0,0,1,0, 
742,0,1,1,1,-3777,1,1,0,0,0,1,0,0,1,1,1,1,1,1, 
743,0,1,1,1,-3781,1,1,0,0,0,1,0,0,1,1,1,0,1,1, 
744,0,1,1,1,-3785,1,1,0,0,0,1,0,0,1,1,0,1,1,1, 
745,0,1,1,1,-3784,1,1,0,0,0,1,0,0,1,1,1,0,0,0, 
746,0,1,1,1,-3788,1,1,0,0,0,1,0,0,1,1,0,1,0,0, 
747,0,1,1,1,-3785,1,1,0,0,0,1,0,0,1,1,0,1,1,1, 
748,0,1,1,1,-3789,1,1,0,0,0,1,0,0,1,1,0,0,1,1, 
749,0,1,1,1,-3792,1,1,0,0,0,1,0,0,1,1,0,0,0,0, 
750,0,1,1,1,-3792,1,1,0,0,0,1,0,0,1,1,0,0,0,0, 
751,0,1,1,1,-3789,1,1,0,0,0,1,0,0,1,1,0,0,1,1, 
752,0,1,1,1,-3788,1,1,0,0,0,1,0,0,1,1,0,1,0,0, 
753,0,1,1,1,-3789,1,1,0,0,0,1,0,0,1,1,0,0,1,1, 
754,0,1,1,1,-3786,1,1,0,0,0,1,0,0,1,1,0,1,1,0, 
755,0,1,1,1,-3791,1,1,0,0,0,1,0,0,1,1,0,0,0,1, 
756,0,1,1,1,-3791,1,1,0,0,0,1,0,0,1,1,0,0,0,1, 
757,0,1,1,1,-3792,1,1,0,0,0,1,0,0,1,1,0,0,0,0, 
758,0,1,1,1,-3795,1,1,0,0,0,1,0,0,1,0,1,1,0,1, 
759,0,1,1,1,-3797,1,1,0,0,0,1,0,0,1,0,1,0,1,1, 
760,0,1,1,1,-3795,1,1,0,0,0,1,0,0,1,0,1,1,0,1, 
761,0,1,1,1,-3795,1,1,0,0,0,1,0,0,1,0,1,1,0,1, 
762,0,1,1,1,-3789,1,1,0,0,0,1,0,0,1,1,0,0,1,1, 
763,0,1,1,1,-3790,1,1,0,0,0,1,0,0,1,1,0,0,1,0, 
764,0,1,1,1,-3788,1,1,0,0,0,1,0,0,1,1,0,1,0,0, 
765,0,1,1,1,-3789,1,1,0,0,0,1,0,0,1,1,0,0,1,1, 
766,0,1,1,1,-3794,1,1,0,0,0,1,0,0,1,0,1,1,1,0, 
767,0,1,1,1,-3794,1,1,0,0,0,1,0,0,1,0,1,1,1,0, 
768,0,1,1,1,-3795,1,1,0,0,0,1,0,0,1,0,1,1,0,1, 
769,0,1,1,1,-3796,1,1,0,0,0,1,0,0,1,0,1,1,0,0, 
770,0,1,1,1,-3798,1,1,0,0,0,1,0,0,1,0,1,0,1,0, 
771,0,1,1,1,-3798,1,1,0,0,0,1,0,0,1,0,1,0,1,0, 
772,0,1,1,1,-3800,1,1,0,0,0,1,0,0,1,0,1,0,0,0, 
773,0,1,1,1,-3802,1,1,0,0,0,1,0,0,1,0,0,1,1,0, 
774,0,1,1,1,-3803,1,1,0,0,0,1,0,0,1,0,0,1,0,1, 
775,0,1,1,1,-3807,1,1,0,0,0,1,0,0,1,0,0,0,0,1, 
776,0,1,1,1,-3809,1,1,0,0,0,1,0,0,0,1,1,1,1,1, 
777,0,1,1,1,-3812,1,1,0,0,0,1,0,0,0,1,1,1,0,0, 
778,0,1,1,1,-3817,1,1,0,0,0,1,0,0,0,1,0,1,1,1, 
779,0,1,1,1,-3818,1,1,0,0,0,1,0,0,0,1,0,1,1,0, 
780,0,1,1,1,-3818,1,1,0,0,0,1,0,0,0,1,0,1,1,0, 
781,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
782,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
783,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
784,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
785,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
786,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
787,0,1,1,1,-3831,1,1,0,0,0,1,0,0,0,0,1,0,0,1, 
788,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
789,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
790,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
791,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
792,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
793,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
794,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
795,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
796,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
797,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
798,0,1,1,1,-3833,1,1,0,0,0,1,0,0,0,0,0,1,1,1, 
799,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
800,0,1,1,1,-3836,1,1,0,0,0,1,0,0,0,0,0,1,0,0, 
801,0,1,1,1,-3835,1,1,0,0,0,1,0,0,0,0,0,1,0,1, 
802,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
803,0,1,1,1,-3835,1,1,0,0,0,1,0,0,0,0,0,1,0,1, 
804,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
805,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
806,0,1,1,1,-3841,1,1,0,0,0,0,1,1,1,1,1,1,1,1, 
807,0,1,1,1,-3841,1,1,0,0,0,0,1,1,1,1,1,1,1,1, 
808,0,1,1,1,-3842,1,1,0,0,0,0,1,1,1,1,1,1,1,0, 
809,0,1,1,1,-3846,1,1,0,0,0,0,1,1,1,1,1,0,1,0, 
810,0,1,1,1,-3847,1,1,0,0,0,0,1,1,1,1,1,0,0,1, 
811,0,1,1,1,-3848,1,1,0,0,0,0,1,1,1,1,1,0,0,0, 
812,0,1,1,1,-3832,1,1,0,0,0,1,0,0,0,0,1,0,0,0, 
813,0,1,1,1,-3725,1,1,0,0,0,1,0,1,1,1,0,0,1,1, 
814,0,1,1,1,-3522,1,1,0,0,1,0,0,0,1,1,1,1,1,0, 
815,0,1,1,1,-3286,1,1,0,0,1,1,0,0,1,0,1,0,1,0, 
816,0,1,1,1,-3091,1,1,0,0,1,1,1,1,1,0,1,1,0,1, 
817,0,1,1,1,-2983,1,1,0,1,0,0,0,1,0,1,1,0,0,1, 
818,0,1,1,1,-2975,1,1,0,1,0,0,0,1,1,0,0,0,0,1, 
819,0,1,1,1,-3043,1,1,0,1,0,0,0,0,0,1,1,1,0,1, 
820,0,1,1,1,-3167,1,1,0,0,1,1,1,0,1,0,0,0,0,1, 
821,0,1,1,1,-3322,1,1,0,0,1,1,0,0,0,0,0,1,1,0, 
822,0,1,1,1,-3494,1,1,0,0,1,0,0,1,0,1,1,0,1,0, 
823,0,1,1,1,-3679,1,1,0,0,0,1,1,0,1,0,0,0,0,1, 
824,0,1,1,1,-3864,1,1,0,0,0,0,1,1,1,0,1,0,0,0, 
825,0,1,1,1,-4047,1,1,0,0,0,0,0,0,1,1,0,0,0,1, 
826,0,1,1,1,-4219,1,0,1,1,1,1,1,0,0,0,0,1,0,1, 
827,0,1,1,1,-4384,1,0,1,1,1,0,1,1,1,0,0,0,0,0, 
828,0,1,1,1,-4537,1,0,1,1,1,0,0,1,0,0,0,1,1,1, 
829,0,1,1,1,-4676,1,0,1,1,0,1,1,0,1,1,1,1,0,0, 
830,0,1,1,1,-4807,1,0,1,1,0,1,0,0,1,1,1,0,0,1, 
831,0,1,1,1,-4928,1,0,1,1,0,0,1,1,0,0,0,0,0,0, 
832,0,1,1,1,-5044,1,0,1,1,0,0,0,1,0,0,1,1,0,0, 
833,0,1,1,1,-5142,1,0,1,0,1,1,1,1,1,0,1,0,1,0, 
834,0,1,1,1,-5233,1,0,1,0,1,1,1,0,0,0,1,1,1,1, 
835,0,1,1,1,-5312,1,0,1,0,1,1,0,1,0,0,0,0,0,0, 
836,0,1,1,1,-5382,1,0,1,0,1,0,1,1,1,1,1,0,1,0, 
837,0,1,1,1,-5447,1,0,1,0,1,0,1,0,1,1,1,0,0,1, 
838,0,1,1,1,-5502,1,0,1,0,1,0,1,0,0,0,0,0,1,0, 
839,0,1,1,1,-5558,1,0,1,0,1,0,0,1,0,0,1,0,1,0, 
840,0,1,1,1,-5606,1,0,1,0,1,0,0,0,0,1,1,0,1,0, 
841,0,1,1,1,-5645,1,0,1,0,0,1,1,1,1,1,0,0,1,1, 
842,0,1,1,1,-5684,1,0,1,0,0,1,1,1,0,0,1,1,0,0, 
843,0,1,1,1,-5718,1,0,1,0,0,1,1,0,1,0,1,0,1,0, 
844,0,1,1,1,-5749,1,0,1,0,0,1,1,0,0,0,1,0,1,1, 
845,0,1,1,1,-5777,1,0,1,0,0,1,0,1,1,0,1,1,1,1, 
846,0,1,1,1,-5806,1,0,1,0,0,1,0,1,0,1,0,0,1,0, 
847,0,1,1,1,-5829,1,0,1,0,0,1,0,0,1,1,1,0,1,1, 
848,0,1,1,1,-5852,1,0,1,0,0,1,0,0,1,0,0,1,0,0, 
849,0,1,1,1,-5872,1,0,1,0,0,1,0,0,0,1,0,0,0,0, 
850,0,1,1,1,-5888,1,0,1,0,0,1,0,0,0,0,0,0,0,0, 
851,0,1,1,1,-5902,1,0,1,0,0,0,1,1,1,1,0,0,1,0, 
852,0,1,1,1,-5913,1,0,1,0,0,0,1,1,1,0,0,1,1,1, 
853,0,1,1,1,-5926,1,0,1,0,0,0,1,1,0,1,1,0,1,0, 
854,0,1,1,1,-5935,1,0,1,0,0,0,1,1,0,1,0,0,0,1, 
855,0,1,1,1,-5947,1,0,1,0,0,0,1,1,0,0,0,1,0,1, 
856,0,1,1,1,-5957,1,0,1,0,0,0,1,0,1,1,1,0,1,1, 
857,0,1,1,1,-5966,1,0,1,0,0,0,1,0,1,1,0,0,1,0, 
858,0,1,1,1,-5975,1,0,1,0,0,0,1,0,1,0,1,0,0,1, 
859,0,1,1,1,-5983,1,0,1,0,0,0,1,0,1,0,0,0,0,1, 
860,0,1,1,1,-5986,1,0,1,0,0,0,1,0,0,1,1,1,1,0, 
861,0,1,1,1,-5988,1,0,1,0,0,0,1,0,0,1,1,1,0,0, 
862,0,1,1,1,-5989,1,0,1,0,0,0,1,0,0,1,1,0,1,1, 
863,0,1,1,1,-5993,1,0,1,0,0,0,1,0,0,1,0,1,1,1, 
864,0,1,1,1,-5997,1,0,1,0,0,0,1,0,0,1,0,0,1,1, 
865,0,1,1,1,-5999,1,0,1,0,0,0,1,0,0,1,0,0,0,1, 
866,0,1,1,1,-6003,1,0,1,0,0,0,1,0,0,0,1,1,0,1, 
867,0,1,1,1,-6005,1,0,1,0,0,0,1,0,0,0,1,0,1,1, 
868,0,1,1,1,-6005,1,0,1,0,0,0,1,0,0,0,1,0,1,1, 
869,0,1,1,1,-6005,1,0,1,0,0,0,1,0,0,0,1,0,1,1, 
870,0,1,1,1,-6007,1,0,1,0,0,0,1,0,0,0,1,0,0,1, 
871,0,1,1,1,-6009,1,0,1,0,0,0,1,0,0,0,0,1,1,1, 
872,0,1,1,1,-6014,1,0,1,0,0,0,1,0,0,0,0,0,1,0, 
873,0,1,1,1,-6017,1,0,1,0,0,0,0,1,1,1,1,1,1,1, 
874,0,1,1,1,-6016,1,0,1,0,0,0,1,0,0,0,0,0,0,0, 
875,0,1,1,1,-6022,1,0,1,0,0,0,0,1,1,1,1,0,1,0, 
876,0,1,1,1,-6022,1,0,1,0,0,0,0,1,1,1,1,0,1,0, 
877,0,1,1,1,-6021,1,0,1,0,0,0,0,1,1,1,1,0,1,1, 
878,0,1,1,1,-6021,1,0,1,0,0,0,0,1,1,1,1,0,1,1, 
879,0,1,1,1,-6020,1,0,1,0,0,0,0,1,1,1,1,1,0,0, 
880,0,1,1,1,-6023,1,0,1,0,0,0,0,1,1,1,1,0,0,1, 
881,0,1,1,1,-6023,1,0,1,0,0,0,0,1,1,1,1,0,0,1, 
882,0,1,1,1,-6024,1,0,1,0,0,0,0,1,1,1,1,0,0,0, 
883,0,1,1,1,-6028,1,0,1,0,0,0,0,1,1,1,0,1,0,0, 
884,0,1,1,1,-6030,1,0,1,0,0,0,0,1,1,1,0,0,1,0, 
885,0,1,1,1,-6033,1,0,1,0,0,0,0,1,1,0,1,1,1,1, 
886,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
887,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
888,0,1,1,1,-6037,1,0,1,0,0,0,0,1,1,0,1,0,1,1, 
889,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
890,0,1,1,1,-6039,1,0,1,0,0,0,0,1,1,0,1,0,0,1, 
891,0,1,1,1,-6040,1,0,1,0,0,0,0,1,1,0,1,0,0,0, 
892,0,1,1,1,-6040,1,0,1,0,0,0,0,1,1,0,1,0,0,0, 
893,0,1,1,1,-6041,1,0,1,0,0,0,0,1,1,0,0,1,1,1, 
894,0,1,1,1,-6042,1,0,1,0,0,0,0,1,1,0,0,1,1,0, 
895,0,1,1,1,-6040,1,0,1,0,0,0,0,1,1,0,1,0,0,0, 
896,0,1,1,1,-6041,1,0,1,0,0,0,0,1,1,0,0,1,1,1, 
897,0,1,1,1,-6040,1,0,1,0,0,0,0,1,1,0,1,0,0,0, 
898,0,1,1,1,-6042,1,0,1,0,0,0,0,1,1,0,0,1,1,0, 
899,0,1,1,1,-6039,1,0,1,0,0,0,0,1,1,0,1,0,0,1, 
900,0,1,1,1,-6041,1,0,1,0,0,0,0,1,1,0,0,1,1,1, 
901,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
902,0,1,1,1,-6035,1,0,1,0,0,0,0,1,1,0,1,1,0,1, 
903,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
904,0,1,1,1,-6036,1,0,1,0,0,0,0,1,1,0,1,1,0,0, 
905,0,1,1,1,-6034,1,0,1,0,0,0,0,1,1,0,1,1,1,0, 
906,0,1,1,1,-6034,1,0,1,0,0,0,0,1,1,0,1,1,1,0, 
907,0,1,1,1,-6033,1,0,1,0,0,0,0,1,1,0,1,1,1,1, 
908,0,1,1,1,-6037,1,0,1,0,0,0,0,1,1,0,1,0,1,1, 
909,0,1,1,1,-6042,1,0,1,0,0,0,0,1,1,0,0,1,1,0, 
910,0,1,1,1,-6044,1,0,1,0,0,0,0,1,1,0,0,1,0,0, 
911,0,1,1,1,-6046,1,0,1,0,0,0,0,1,1,0,0,0,1,0, 
912,0,1,1,1,-6023,1,0,1,0,0,0,0,1,1,1,1,0,0,1, 
913,0,1,1,1,-5883,1,0,1,0,0,1,0,0,0,0,0,1,0,1, 
914,0,1,1,1,-5586,1,0,1,0,1,0,0,0,1,0,1,1,1,0, 
915,0,1,1,1,-5189,1,0,1,0,1,1,1,0,1,1,1,0,1,1, 
916,0,1,1,1,-4774,1,0,1,1,0,1,0,1,0,1,1,0,1,0, 
917,0,1,1,1,-4410,1,0,1,1,1,0,1,1,0,0,0,1,1,0, 
918,0,1,1,1,-4133,1,0,1,1,1,1,1,1,0,1,1,0,1,1, 
919,0,1,1,1,-3930,1,1,0,0,0,0,1,0,1,0,0,1,1,0, 
920,0,1,1,1,-3792,1,1,0,0,0,1,0,0,1,1,0,0,0,0, 
921,0,1,1,1,-3697,1,1,0,0,0,1,1,0,0,0,1,1,1,1, 
922,0,1,1,1,-3634,1,1,0,0,0,1,1,1,0,0,1,1,1,0, 
923,0,1,1,1,-3599,1,1,0,0,0,1,1,1,1,1,0,0,0,1, 
924,0,1,1,1,-3582,1,1,0,0,1,0,0,0,0,0,0,0,1,0, 
925,0,1,1,1,-3576,1,1,0,0,1,0,0,0,0,0,1,0,0,0, 
926,0,1,1,1,-3578,1,1,0,0,1,0,0,0,0,0,0,1,1,0, 
927,0,1,1,1,-3584,1,1,0,0,1,0,0,0,0,0,0,0,0,0, 
928,0,1,1,1,-3599,1,1,0,0,0,1,1,1,1,1,0,0,0,1, 
929,0,1,1,1,-3613,1,1,0,0,0,1,1,1,1,0,0,0,1,1, 
930,0,1,1,1,-3629,1,1,0,0,0,1,1,1,0,1,0,0,1,1, 
931,0,1,1,1,-3647,1,1,0,0,0,1,1,1,0,0,0,0,0,1, 
932,0,1,1,1,-3664,1,1,0,0,0,1,1,0,1,1,0,0,0,0, 
933,0,1,1,1,-3679,1,1,0,0,0,1,1,0,1,0,0,0,0,1, 
934,0,1,1,1,-3689,1,1,0,0,0,1,1,0,0,1,0,1,1,1, 
935,0,1,1,1,-3701,1,1,0,0,0,1,1,0,0,0,1,0,1,1, 
936,0,1,1,1,-3711,1,1,0,0,0,1,1,0,0,0,0,0,0,1, 
937,0,1,1,1,-3721,1,1,0,0,0,1,0,1,1,1,0,1,1,1, 
938,0,1,1,1,-3729,1,1,0,0,0,1,0,1,1,0,1,1,1,1, 
939,0,1,1,1,-3740,1,1,0,0,0,1,0,1,1,0,0,1,0,0, 
940,0,1,1,1,-3750,1,1,0,0,0,1,0,1,0,1,1,0,1,0, 
941,0,1,1,1,-3760,1,1,0,0,0,1,0,1,0,1,0,0,0,0, 
942,0,1,1,1,-3766,1,1,0,0,0,1,0,1,0,0,1,0,1,0, 
943,0,1,1,1,-3770,1,1,0,0,0,1,0,1,0,0,0,1,1,0, 
944,0,1,1,1,-3776,1,1,0,0,0,1,0,1,0,0,0,0,0,0, 
945,0,1,1,1,-3783,1,1,0,0,0,1,0,0,1,1,1,0,0,1, 
946,0,1,1,1,-3789,1,1,0,0,0,1,0,0,1,1,0,0,1,1, 
947,0,1,1,1,-3793,1,1,0,0,0,1,0,0,1,0,1,1,1,1, 
948,0,1,1,1,-3799,1,1,0,0,0,1,0,0,1,0,1,0,0,1, 
949,0,1,1,1,-3802,1,1,0,0,0,1,0,0,1,0,0,1,1,0, 
950,0,1,1,1,-3808,1,1,0,0,0,1,0,0,1,0,0,0,0,0, 
951,0,1,1,1,-3808,1,1,0,0,0,1,0,0,1,0,0,0,0,0, 
952,0,1,1,1,-3813,1,1,0,0,0,1,0,0,0,1,1,0,1,1, 
953,0,1,1,1,-3812,1,1,0,0,0,1,0,0,0,1,1,1,0,0, 
954,0,1,1,1,-3814,1,1,0,0,0,1,0,0,0,1,1,0,1,0, 
955,0,1,1,1,-3817,1,1,0,0,0,1,0,0,0,1,0,1,1,1, 
956,0,1,1,1,-3819,1,1,0,0,0,1,0,0,0,1,0,1,0,1, 
957,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
958,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
959,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
960,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
961,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
962,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
963,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
964,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
965,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
966,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
967,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
968,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
969,0,1,1,1,-3826,1,1,0,0,0,1,0,0,0,0,1,1,1,0, 
970,0,1,1,1,-3827,1,1,0,0,0,1,0,0,0,0,1,1,0,1, 
971,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
972,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
973,0,1,1,1,-3824,1,1,0,0,0,1,0,0,0,1,0,0,0,0, 
974,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
975,0,1,1,1,-3823,1,1,0,0,0,1,0,0,0,1,0,0,0,1, 
976,0,1,1,1,-3820,1,1,0,0,0,1,0,0,0,1,0,1,0,0, 
977,0,1,1,1,-3821,1,1,0,0,0,1,0,0,0,1,0,0,1,1, 
978,0,1,1,1,-3817,1,1,0,0,0,1,0,0,0,1,0,1,1,1, 
979,0,1,1,1,-3813,1,1,0,0,0,1,0,0,0,1,1,0,1,1, 
980,0,1,1,1,-3814,1,1,0,0,0,1,0,0,0,1,1,0,1,0, 
981,0,1,1,1,-3815,1,1,0,0,0,1,0,0,0,1,1,0,0,1, 
982,0,1,1,1,-3817,1,1,0,0,0,1,0,0,0,1,0,1,1,1, 
983,0,1,1,1,-3819,1,1,0,0,0,1,0,0,0,1,0,1,0,1, 
984,0,1,1,1,-3826,1,1,0,0,0,1,0,0,0,0,1,1,1,0, 
985,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
986,0,1,1,1,-3820,1,1,0,0,0,1,0,0,0,1,0,1,0,0, 
987,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
988,0,1,1,1,-3822,1,1,0,0,0,1,0,0,0,1,0,0,1,0, 
989,0,1,1,1,-3825,1,1,0,0,0,1,0,0,0,0,1,1,1,1, 
990,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
991,0,1,1,1,-3828,1,1,0,0,0,1,0,0,0,0,1,1,0,0, 
992,0,1,1,1,-3829,1,1,0,0,0,1,0,0,0,0,1,0,1,1, 
993,0,1,1,1,-3830,1,1,0,0,0,1,0,0,0,0,1,0,1,0, 
994,0,1,1,1,-3834,1,1,0,0,0,1,0,0,0,0,0,1,1,0, 
995,0,1,1,1,-3835,1,1,0,0,0,1,0,0,0,0,0,1,0,1, 
996,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
997,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
998,0,1,1,1,-3840,1,1,0,0,0,1,0,0,0,0,0,0,0,0, 
999,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
1000,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
1001,0,1,1,1,-3835,1,1,0,0,0,1,0,0,0,0,0,1,0,1, 
1002,0,1,1,1,-3841,1,1,0,0,0,0,1,1,1,1,1,1,1,1, 
1003,0,1,1,1,-3839,1,1,0,0,0,1,0,0,0,0,0,0,0,1, 
1004,0,1,1,1,-3840,1,1,0,0,0,1,0,0,0,0,0,0,0,0, 
1005,0,1,1,1,-3838,1,1,0,0,0,1,0,0,0,0,0,0,1,0, 
1006,0,1,1,1,-3837,1,1,0,0,0,1,0,0,0,0,0,0,1,1, 
