time unit: s, ADC_OF1, CS_ADC, MOSI, MISO, ADC_D1[13..0],-4688.309419,1.334237443,,,,,,,,,,,,, 
1372,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1373,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1374,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1375,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1376,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1377,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1378,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1379,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1380,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1381,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1382,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1383,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1384,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1385,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1386,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1387,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1388,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1389,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1390,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1391,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1392,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1393,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1394,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1395,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1396,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1397,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1398,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1399,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1400,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1401,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1402,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1403,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1404,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1405,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1406,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1407,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1408,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1409,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1410,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1411,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1412,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1413,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1414,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1415,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1416,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1417,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1418,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1419,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1420,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1421,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1422,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1423,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1424,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1425,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1426,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1427,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1428,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1429,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1430,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1431,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1432,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1433,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1434,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1435,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1436,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1437,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1438,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1439,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1440,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1441,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1442,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1443,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1444,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1445,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1446,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1447,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1448,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1449,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1450,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1451,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1452,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1453,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1454,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1455,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1456,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1457,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1458,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1459,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1460,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1461,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1462,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1463,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1464,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1465,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1466,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1467,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1468,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1469,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1470,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1471,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1472,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1473,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1474,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1475,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1476,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1477,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1478,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1479,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1480,0,1,1,1,-4685,,,,,,,,,,,,,,, 
1481,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1482,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1483,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1484,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1485,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1486,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1487,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1488,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1489,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1490,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1491,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1492,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1493,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1494,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1495,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1496,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1497,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1498,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1499,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1500,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1501,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1502,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1503,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1504,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1505,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1506,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1507,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1508,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1509,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1510,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1511,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1512,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1513,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1514,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1515,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1516,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1517,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1518,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1519,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1520,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1521,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1522,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1523,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1524,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1525,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1526,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1527,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1528,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1529,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1530,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1531,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1532,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1533,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1534,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1535,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1536,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1537,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1538,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1539,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1540,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1541,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1542,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1543,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1544,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1545,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1546,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1547,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1548,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1549,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1550,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1551,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1552,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1553,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1554,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1555,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1556,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1557,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1558,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1559,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1560,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1561,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1562,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1563,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1564,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1565,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1566,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1567,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1568,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1569,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1570,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1571,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1572,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1573,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1574,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1575,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1576,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1577,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1578,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1579,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1580,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1581,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1582,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1583,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1584,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1585,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1586,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1587,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1588,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1589,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1590,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1591,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1592,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1593,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1594,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1595,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1596,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1597,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1598,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1599,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1600,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1601,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1602,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1603,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1604,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1605,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1606,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1607,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1608,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1609,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1610,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1611,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1612,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1613,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1614,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1615,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1616,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1617,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1618,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1619,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1620,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1621,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1622,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1623,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1624,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1625,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1626,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1627,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1628,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1629,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1630,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1631,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1632,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1633,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1634,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1635,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1636,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1637,0,1,1,1,-4684,,,,,,,,,,,,,,, 
1638,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1639,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1640,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1641,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1642,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1643,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1644,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1645,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1646,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1647,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1648,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1649,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1650,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1651,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1652,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1653,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1654,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1655,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1656,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1657,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1658,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1659,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1660,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1661,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1662,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1663,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1664,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1665,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1666,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1667,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1668,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1669,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1670,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1671,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1672,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1673,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1674,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1675,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1676,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1677,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1678,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1679,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1680,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1681,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1682,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1683,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1684,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1685,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1686,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1687,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1688,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1689,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1690,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1691,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1692,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1693,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1694,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1695,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1696,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1697,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1698,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1699,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1700,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1701,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1702,0,1,1,1,-4692,,,,,,,,,,,,,,, 
1703,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1704,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1705,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1706,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1707,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1708,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1709,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1710,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1711,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1712,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1713,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1714,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1715,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1716,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1717,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1718,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1719,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1720,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1721,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1722,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1723,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1724,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1725,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1726,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1727,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1728,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1729,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1730,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1731,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1732,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1733,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1734,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1735,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1736,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1737,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1738,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1739,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1740,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1741,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1742,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1743,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1744,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1745,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1746,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1747,0,1,1,1,-4692,,,,,,,,,,,,,,, 
1748,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1749,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1750,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1751,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1752,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1753,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1754,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1755,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1756,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1757,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1758,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1759,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1760,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1761,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1762,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1763,0,1,1,1,-4691,,,,,,,,,,,,,,, 
1764,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1765,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1766,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1767,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1768,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1769,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1770,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1771,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1772,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1773,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1774,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1775,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1776,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1777,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1778,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1779,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1780,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1781,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1782,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1783,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1784,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1785,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1786,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1787,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1788,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1789,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1790,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1791,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1792,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1793,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1794,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1795,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1796,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1797,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1798,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1799,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1800,0,1,1,1,-4692,,,,,,,,,,,,,,, 
1801,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1802,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1803,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1804,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1805,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1806,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1807,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1808,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1809,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1810,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1811,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1812,0,1,1,1,-4689,,,,,,,,,,,,,,, 
1813,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1814,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1815,0,1,1,1,-4686,,,,,,,,,,,,,,, 
1816,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1817,0,1,1,1,-4687,,,,,,,,,,,,,,, 
1818,0,1,1,1,-4688,,,,,,,,,,,,,,, 
1819,0,1,1,1,-4690,,,,,,,,,,,,,,, 
1820,0,1,1,1,-4688,,,,,,,,,,,,,,, 
